Gender,Age,Hometown,University,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Study_Habit,Stress_Level,Self_Study_Hrs,Tutoring_Hrs_Wk,AI_Tool_Usage,Social_Media_Hrs,Gaming_Hrs,Exercise_Days_Wk,Sleep_Hrs,Attendance_Rate,Commute_Time,Study_Group_Freq,Extracurricular,GPA,Performance_Tier
Female,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Always,Less than 1 hour,3–4 hours,3–4 days,7 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,3.79,Outstanding / Excellent
Female,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Poor,Working part-time,Regular study,7–8 (High),3 hours,0 hours,Often,3–4 hours,0 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.74,Outstanding / Excellent
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,excellent,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),2 hours,7–9 hours,Rarely,3–4 hours,1–2 hours,5+ days,5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.59,Outstanding / Excellent
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,excellent,good,Working full-time,Cramming,5–6 (Moderate),2 hours,0 hours,Often,1–2 hours,Less than 1 hour,5+ days,7 hours,75%–89%,31–60 minutes,Sometimes (Weekly),No,3.92,Outstanding / Excellent
Male,22,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,excellent,good,Working part-time,Regular study,5–6 (Moderate),5 hours,0 hours,Often,5+ hours,1–2 hours,5+ days,8 hours,75%–89%,31–60 minutes,Sometimes (Weekly),No,3.5,Outstanding / Excellent
Male,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,No,excellent,Fair,Working part-time,Regular study,5–6 (Moderate),3 hours,4–6 hours,Always,1–2 hours,Less than 1 hour,0 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.95,Outstanding / Excellent
Male,19,Province (Rural / Semi-Urban),Paragon University,Year 3,No,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,7–9 hours,Always,Less than 1 hour,0 hours,1–2 days,6 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,3.78,Outstanding / Excellent
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),4 hours,1–3 hours,Often,1–2 hours,1–2 hours,3–4 days,9+ hours,90%–100%,Under 15 minutes,Frequently (Multiple times a week),No,3.82,Outstanding / Excellent
Female,20,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,good,Excellent,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Rarely,3–4 hours,0 hours,3–4 days,6 hours,60%–74%,Under 15 minutes,Sometimes (Weekly),Yes,3.86,Outstanding / Excellent
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,excellent,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),6 hours,0 hours,Always,1–2 hours,0 hours,3–4 days,5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.59,Outstanding / Excellent
Female,19,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 4,Yes,good,good,Unemployed / Full-time student,Regular study,3–4 (Low),6 hours,0 hours,Always,3–4 hours,Less than 1 hour,3–4 days,6 hours,90%–100%,15–30 minutes,Frequently (Multiple times a week),No,3.69,Outstanding / Excellent
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,0 hours,Often,1–2 hours,Less than 1 hour,1–2 days,8 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.61,Outstanding / Excellent
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),5 hours,0 hours,Rarely,1–2 hours,Less than 1 hour,3–4 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.53,Outstanding / Excellent
Male,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,excellent,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,0 hours,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),Yes,3.94,Outstanding / Excellent
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,Poor,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,4–6 hours,Sometimes,1–2 hours,0 hours,1–2 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.61,Outstanding / Excellent
Male,22,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,excellent,good,Unemployed / Full-time student,Cramming,3–4 (Low),5 hours,1–3 hours,Often,3–4 hours,Less than 1 hour,1–2 days,7 hours,90%–100%,Under 15 minutes,Frequently (Multiple times a week),Yes,3.64,Outstanding / Excellent
Female,20,Phnom Penh (Urban),University of Puthisastra,Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),6 hours,1–3 hours,Always,3–4 hours,Less than 1 hour,5+ days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.85,Outstanding / Excellent
Female,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Excellent,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,4–6 hours,Always,5+ hours,0 hours,0 days,7 hours,75%–89%,More than 1 hour,Never,No,3.58,Outstanding / Excellent
Female,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,excellent,good,Unemployed / Full-time student,Regular study,3–4 (Low),6 hours,0 hours,Sometimes,1–2 hours,Less than 1 hour,3–4 days,7 hours,75%–89%,15–30 minutes,Frequently (Multiple times a week),Yes,3.8,Outstanding / Excellent
Female,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,4–6 hours,Always,3–4 hours,0 hours,3–4 days,7 hours,90%–100%,Under 15 minutes,Never,No,3.96,Outstanding / Excellent
Male,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,1–3 hours,Often,3–4 hours,0 hours,3–4 days,8 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.93,Outstanding / Excellent
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,5+ hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Frequently (Multiple times a week),No,3.98,Outstanding / Excellent
Male,20,Phnom Penh (Urban),Paragon University,Year 2,Yes,good,good,Working part-time,Regular study,3–4 (Low),4 hours,1–3 hours,Sometimes,1–2 hours,3–4 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Frequently (Multiple times a week),No,3.63,Outstanding / Excellent
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),4 hours,1–3 hours,Always,3–4 hours,Less than 1 hour,5+ days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.5,Outstanding / Excellent
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),2 hours,0 hours,Always,5+ hours,0 hours,1–2 days,7 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),Yes,3.36,At-Risk
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Poor,Unemployed / Full-time student,Regular study,3–4 (Low),3 hours,10+ hours,Always,1–2 hours,3–4 hours,0 days,7 hours,90%–100%,More than 1 hour,Never,No,4.0,Outstanding / Excellent
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,Less than 1 hour,3–4 days,6 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,3.56,Very Good / Good
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Unemployed / Full-time student,Cramming,7–8 (High),4 hours,1–3 hours,Always,5+ hours,0 hours,0 days,6 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,4.0,Fair / Average
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Sometimes,3–4 hours,0 hours,5+ days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.36,Very Good / Good
Female,19,Phnom Penh (Urban),Royal University Of Law and Economics,Year 3,Yes,Average,Poor,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,0 hours,Always,3–4 hours,Less than 1 hour,5+ days,7 hours,90%–100%,15–30 minutes,Frequently (Multiple times a week),Yes,3.4,Fair / Average
Female,23,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,Average,Fair,Working part-time,Regular study,3–4 (Low),2 hours,0 hours,Always,3–4 hours,0 hours,1–2 days,7 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),Yes,3.78,Very Good / Good
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Rarely,3–4 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.81,Fair / Average
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),2 hours,0 hours,Often,5+ hours,0 hours,5+ days,8 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),Yes,3.38,Outstanding / Excellent
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Always,3–4 hours,0 hours,0 days,6 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,2.34,Fair / Average
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Cramming,7–8 (High),4 hours,0 hours,Often,3–4 hours,1–2 hours,0 days,Less than 5 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,3.35,Fair / Average
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),5 hours,1–3 hours,Always,1–2 hours,1–2 hours,0 days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.75,Outstanding / Excellent
Female,21,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,9–10 (Very High),4 hours,1–3 hours,Always,1–2 hours,Less than 1 hour,0 days,6 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.44,Fair / Average
Male,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,good,Unemployed / Full-time student,Regular study,3–4 (Low),1 hour,0 hours,Never,1–2 hours,1–2 hours,0 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.64,At-Risk
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Irregular study,1–2 (Very Low),1 hour,0 hours,Always,1–2 hours,3–4 hours,0 days,6 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.55,Very Good / Good
Male,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,good,Fair,Working part-time,Regular study,3–4 (Low),3 hours,0 hours,Often,3–4 hours,Less than 1 hour,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,2.77,Fair / Average
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,Poor,Unemployed / Full-time student,Cramming,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,0 hours,1–2 days,6 hours,60%–74%,Under 15 minutes,Rarely (Before exams only),No,3.84,Fair / Average
Male,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,good,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,0 hours,Always,3–4 hours,1–2 hours,5+ days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,3.16,Very Good / Good
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,good,Working part-time,Cramming,5–6 (Moderate),2 hours,0 hours,Always,3–4 hours,0 hours,1–2 days,7 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,3.2,Very Good / Good
Female,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,No,good,good,Working part-time,Regular study,9–10 (Very High),3 hours,0 hours,Never,1–2 hours,0 hours,1–2 days,7 hours,75%–89%,Under 15 minutes,Frequently (Multiple times a week),No,3.7,Very Good / Good
Male,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),postgraduate education,Yes,good,Poor,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,10+ hours,Often,1–2 hours,1–2 hours,3–4 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.09,At-Risk
Male,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,good,Poor,Unemployed / Full-time student,Regular study,1–2 (Very Low),4 hours,0 hours,Always,3–4 hours,1–2 hours,1–2 days,5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.55,Fair / Average
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,0 hours,Sometimes,3–4 hours,0 hours,0 days,7 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,3.04,Outstanding / Excellent
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,0 hours,Sometimes,5+ hours,3–4 hours,5+ days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.34,Fair / Average
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,good,good,Unemployed / Full-time student,Regular study,9–10 (Very High),3 hours,1–3 hours,Always,1–2 hours,3–4 hours,3–4 days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.26,Outstanding / Excellent
Male,18,Phnom Penh (Urban),Paragon University,Year 2,Yes,Average,Poor,Unemployed / Full-time student,Irregular study,1–2 (Very Low),2 hours,0 hours,Often,5+ hours,0 hours,1–2 days,5 hours,90%–100%,31–60 minutes,Rarely (Before exams only),No,3.22,Very Good / Good
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 4,Yes,Average,Poor,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Always,3–4 hours,0 hours,5+ days,6 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),Yes,3.05,Very Good / Good
Female,29,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 1,Yes,Average,Poor,Working full-time,Regular study,7–8 (High),5 hours,0 hours,Often,3–4 hours,3–4 hours,1–2 days,7 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,3.41,Outstanding / Excellent
Male,29,Phnom Penh (Urban),CamEd Business School,Year 4,No,Average,good,Unemployed / Full-time student,Irregular study,7–8 (High),1 hour,0 hours,Always,1–2 hours,Less than 1 hour,1–2 days,7 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),No,3.49,Fair / Average
Male,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),2 hours,10+ hours,Sometimes,1–2 hours,0 hours,0 days,8 hours,75%–89%,Under 15 minutes,Frequently (Multiple times a week),No,3.86,Fair / Average
Male,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,1–3 hours,Often,3–4 hours,0 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.17,At-Risk
Male,18,Province (Rural / Semi-Urban),Royal University Of Agriculture,Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,10+ hours,Always,1–2 hours,Less than 1 hour,5+ days,6 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.45,Very Good / Good
Female,20,Phnom Penh (Urban),University Of Health Science (UHS),Year 3,No,good,Poor,Unemployed / Full-time student,Regular study,1–2 (Very Low),3 hours,0 hours,Often,3–4 hours,0 hours,1–2 days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,4.0,Very Good / Good
Female,21,Phnom Penh (Urban),De Montfort University Cambodia,Year 3,Yes,good,Excellent,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,0 hours,Sometimes,1–2 hours,3–4 hours,1–2 days,7 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,3.61,Outstanding / Excellent
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Average,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,0 hours,Always,3–4 hours,1–2 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.65,At-Risk
Female,22,Phnom Penh (Urban),CamEd Business School,Year 3,Yes,Average,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),2 hours,0 hours,Often,Less than 1 hour,0 hours,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Never,No,3.63,At-Risk
Female,22,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,good,Working part-time,Irregular study,9–10 (Very High),2 hours,0 hours,Always,1–2 hours,3–4 hours,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,2.65,Very Good / Good
Male,19,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,1–3 hours,Always,5+ hours,Less than 1 hour,5+ days,Less than 5 hours,90%–100%,Under 15 minutes,Never,Yes,3.32,Outstanding / Excellent
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,1–3 hours,Always,1–2 hours,0 hours,1–2 days,8 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),Yes,2.45,Very Good / Good
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Poor,Working full-time,Irregular study,5–6 (Moderate),3 hours,1–3 hours,Always,5+ hours,0 hours,5+ days,Less than 5 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,3.83,Outstanding / Excellent
Female,22,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,0 hours,0 days,5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,4.0,Fair / Average
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,4–6 hours,Sometimes,1–2 hours,0 hours,5+ days,7 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,3.19,Fair / Average
Female,23,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Average,Poor,Working part-time,Cramming,7–8 (High),3 hours,0 hours,Always,5+ hours,1–2 hours,0 days,5 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,4.0,Very Good / Good
Male,19,Province (Rural / Semi-Urban),CamEd Business School,Year 3,Yes,good,Excellent,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Sometimes,5+ hours,0 hours,3–4 days,5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,2.91,Fair / Average
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,good,Fair,Working part-time,Regular study,5–6 (Moderate),4 hours,0 hours,Sometimes,3–4 hours,1–2 hours,1–2 days,Less than 5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.88,Very Good / Good
Male,18,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,Poor,Unemployed / Full-time student,Cramming,7–8 (High),3 hours,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3.68,Outstanding / Excellent
Male,19,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 2,Yes,good,good,Working part-time,Irregular study,3–4 (Low),4 hours,0 hours,Often,1–2 hours,0 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.05,Fair / Average
Female,21,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Cramming,7–8 (High),3 hours,4–6 hours,Often,3–4 hours,Less than 1 hour,3–4 days,5 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,3.2,Outstanding / Excellent
Male,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,No,Average,Fair,Working full-time,Regular study,3–4 (Low),2 hours,0 hours,Always,1–2 hours,1–2 hours,0 days,7 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,3.93,Fair / Average
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,7 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,2.98,At-Risk
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Always,1–2 hours,Less than 1 hour,1–2 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.3,Very Good / Good
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Poor,Working full-time,Regular study,7–8 (High),2 hours,1–3 hours,Always,5+ hours,0 hours,0 days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,3.38,Fair / Average
Male,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,Average,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,0 hours,Always,5+ hours,1–2 hours,3–4 days,8 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,3.6,Outstanding / Excellent
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Poor,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,0 hours,Often,3–4 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),No,3.77,Fair / Average
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,No,Average,Excellent,Unemployed / Full-time student,Cramming,7–8 (High),2 hours,10+ hours,Often,3–4 hours,Less than 1 hour,0 days,Less than 5 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,3.38,Very Good / Good
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Cramming,5–6 (Moderate),2 hours,0 hours,Always,1–2 hours,0 hours,0 days,6 hours,75%–89%,15–30 minutes,Frequently (Multiple times a week),Yes,2.88,Fair / Average
Female,19,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,good,good,Unemployed / Full-time student,Cramming,7–8 (High),2 hours,1–3 hours,Always,3–4 hours,3–4 hours,0 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.89,At-Risk
Female,19,Province (Rural / Semi-Urban),De Montfort University Cambodia,Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Often,1–2 hours,Less than 1 hour,5+ days,7 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,4.0,Very Good / Good
Male,22,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,7–9 hours,Often,1–2 hours,Less than 1 hour,5+ days,5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.81,Outstanding / Excellent
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,Average,good,Unemployed / Full-time student,Cramming,7–8 (High),2 hours,1–3 hours,Always,1–2 hours,0 hours,5+ days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.69,Very Good / Good
Female,19,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,4–6 hours,Often,1–2 hours,0 hours,5+ days,Less than 5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.26,Very Good / Good
Male,19,Phnom Penh (Urban),University of Puthisastra,Year 2,Yes,good,Excellent,Unemployed / Full-time student,Cramming,9–10 (Very High),2 hours,0 hours,Always,5+ hours,Less than 1 hour,5+ days,6 hours,75%–89%,Under 15 minutes,Frequently (Multiple times a week),Yes,3.31,Outstanding / Excellent
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Fair,Working part-time,Regular study,7–8 (High),2 hours,0 hours,Always,5+ hours,1–2 hours,3–4 days,Less than 5 hours,90%–100%,More than 1 hour,Rarely (Before exams only),Yes,2.79,Very Good / Good
Male,19,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Often,5+ hours,Less than 1 hour,1–2 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.71,Fair / Average
Female,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),postgraduate education,Yes,good,good,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,1–3 hours,Sometimes,3–4 hours,0 hours,1–2 days,6 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,3.37,Very Good / Good
